County,Public Water Supply,Population Served,Sampling Date,Sample Number,Raw Water or Treated Drinking Water?,PFOA + PFOS (ppt),Total Tested PFAS (ppt),Method
ALLEGAN,Oak Haven,30,06/06/2018,GW1806061010KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Greenfiled Estates,39,06/06/2018,GW1806061240KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Olivet, City of",1758,06/21/2018,GWEF1806211100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Olivet, City of",1758,06/21/2018,GWEF1806211140KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KENT,Cedar Springs,3520,05/29/2018,GW1805291410EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Olivet, City of",1758,06/21/2018,GWEF1806211120KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Plainwell,3328,04/26/2018,GW1804261130GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
KENT,Leisure Village,598,04/17/2018,GW1804171020GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Allegan County Services Center,101,04/25/2018,GW1804251400GSC,Treated Drinking Water,ND,7,EPA 537 Rev. 1.1
BARRY,Nashville,1628,04/23/2018,GW1804231205GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Dorr-Leighton,245,04/26/2018,GW1804261045GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101220GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Galesburg,2377,06/26/3028,GWIN1806261320GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Carson City,3477,07/03/2018,GWIN1807031540GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
KENT,Wyoming,230113,04/20/2018,SWR1804201125GSC,Raw Water,ND,ND,Isotope Dilution
ALLEGAN,Allegan Mobile Estates,100,04/30/2018,GW1804301315GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,White Lake Township,6000,06/19/2018,GW1806190930EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Arlington Woods,1650,07/06/2018,GWNT1807060950GGA,Raw Water,5,5,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101210GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Gun River Estates West,152,04/24/2018,GW1804241010GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Whitehall,2706,07/05/2018,GWEF1807051100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Village East Estates,235,04/30/2018,GW1804301330GSC,Raw Water,ND,2,EPA 537 Rev. 1.1
KALAMAZOO,Kalamazoo,196292,06/15/2018,GWEF1806151405KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARRY,MCTI,460,04/24/2018,GW1804241300GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Middleville,3261,04/26/2018,GW1804260940GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Kalamazoo Lake Sewer & Water Authority,3892,04/25/2018,GW1804251100GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Ravenna,1219,07/06/2018,GWEF1807061110GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Whitehall,2706,07/05/2018,GWEF1807051110GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Lynx Golf View,40,04/30/2018,GW1804301045GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Gun River Mobile Estates,415,04/24/2018,GW1804240945GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Sheridan,649,07/03/2018,GWIN1807031450GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,White Lake Township,6000,06/19/2018,GW1806191050EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Otsego,3956,04/27/2018,GW1804271150GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Barry Township,260,04/24/2018,GW1804241120GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101235GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,White Lake Township,6000,06/19/2018,GW1806191110EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARRY,MCTI Family Housing,40,04/24/2018,GW1804241310GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Fennville,1459,04/24/2018,GW1804251245GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Arlington Woods,1650,07/06/2018,GWNT1807060930GGA,Raw Water,4,4,EPA 537 Rev. 1.1
MUSKEGON,Arlington Woods,1650,07/06/2018,GWNT1807061030GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Climax Mobile Home Park,198,06/14/2018,GWT1806141410GSC-FD,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Carson City,3477,07/03/2018,GWIN1807031530GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Sheridan,649,07/03/2018,GWIN1807031445GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Kalamazoo Lake Sewer & Water Authority,3892,04/25/2018,GW1804251120GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Pennfield Township,3619,06/21/2018,GWEF1806211000KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KENT,Alto Meadows,250,05/31/2018,GW1805310955GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Kalamazoo Lake Sewer & Water Authority,3892,04/25/2018,GW1804251045GSC,Treated Drinking Water,ND,3,EPA 537 Rev. 1.1
KENT,Spring Valley Mobile Home Park,172,04/17/2018,GW1804171535CKA,Raw Water,3,12,EPA 537 Rev. 1.1
KENT,Wyoming,230113,04/20/2018,SWT1804301130GSC,Treated Drinking Water,3,3,EPA 537 Rev. 1.1
BARRY,Yankee Springs Township,580,04/23/2018,GW1804231420GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KENT,Wyoming,230113,04/20/2018,SWT1804201135GSC,Treated Drinking Water,ND,ND,Isotope Dilution
OAKLAND,White Lake Township,6000,06/19/2018,GW1806190935EDK-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101140GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Orion Lake Estates MHC,1058,06/18/2018,GWEF1806181055EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Blue Lake Residences,195,07/05/2018,GWEF1807051330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101120GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Middleville,3261,04/26/2018,GW1804260950GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Whitehall,2706,07/05/2018,GWIN1807051135GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Fillmore Township,25,04/25/2018,GW1804250935GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Freeport,483,04/27/2018,GW1804270900GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Sheridan,649,07/03/2018,GWIN1807031430GGA,Treated Drinking Water,2,9,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101105GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Allegan,5390,04/25/2018,GW1804251430GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Lake Doster,1287,04/24/2018,GW1804241040GSC,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
MUSKEGON,Whitehall,2706,07/05/2018,GWEF1807051120GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Knorrwood Knolls Subdivision,240,06/11/2018,GWEF1806110805EDK,_,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Crossroads for Youth,120,07/10/2018,GWEF1807101150GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Barry Township,260,04/24/2018,GW1804241130GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Middleville,3261,04/26/2018,GW1804260915GSC,Treated Drinking Water,ND,3,EPA 537 Rev. 1.1
OAKLAND,White Lake Township,6000,06/19/2018,GW1806191035EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Whitehall,2706,07/05/2018,GWEF1807051045GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Wayland,4079,04/23/2018,GW1804231500GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Fennville,1459,04/24/2018,GW1804251300GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Arlington Woods,1650,07/06/2018,GWNT1807060945GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Hastings,7350,04/23/2018,GW1804231325GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Butterfield Woods Subdivision,65,07/05/2018,GWNT1807051300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,White Lake Township,6000,06/19/2018,GW1806191130EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Wayland,4079,04/23/2018,GW1804231530GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Nashville,1628,04/23/2018,GW1804231145GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Martin,785,04/27/2018,GW1804271050GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Apple Carr Village,1322,07/06/2018,GWEF1807061150GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Edgewood Trailer Park,162,07/05/2018,GWNT1807051425GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Bellvue Mobile Home Park,190,07/05/2018,GWEF1807051200,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Galesburg,2377,06/26/2018,GWIN1806261310GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Alamo Nursing Home,100,04/26/2018,GW1804261305GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,White Lake Assisted Living Center,26,07/05/2018,GWNT1807051415GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Otsego Township,1133,04/27/2018,GW1804271255GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Otsego,3956,04/27/2018,GW1804271145GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Plainwell,3328,04/26/2018,GW1804261155GSC,Treated Drinking Water,23,54,EPA 537 Rev. 1.1
OAKLAND,Pinecrest Apartments,57,06/20/2018,GW1806201255EDK,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Pinecrest Apartments,57,06/20/2018,GW1806201305EDK,Raw Water,ND,8,EPA 537 Rev. 1.1
MUSKEGON,Montague,2479,07/05/2018,GWEF1807050935GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Andrews Mobile Home Park,90,04/30/2018,GW1804301010GSC,Raw Water,29,39,EPA 537 Rev. 1.1
MUSKEGON,Montague,2479,07/05/2018,GWEF1807051000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Montague,2479,07/05/2018,GWEF1807050925GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Bedford Hills,850,06/21/2018,GWEF1806210900,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Oxford Village Condominiums,80,07/10/2018,GWEF1807101310GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Old Farm Colony Water Association,246,07/09/2018,GWNT1807091005GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Twin Valley,88,06/20/2018,GWEF1806201345KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Montague,2479,07/05/2018,GWEF1807050950GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Bedford Hills,850,06/21/2018,GWEF1806210930,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Albion,9144,06/20/2018,GWEF1806201000KET,Treated Drinking Water,ND,20,EPA 537 Rev. 1.1
ALLEGAN,Otsego,3956,04/27/2018,GW1804271135GSC,Treated Drinking Water,ND,11,EPA 537 Rev. 1.1
KALAMAZOO,Parchment,3174,07/26/2018,GWIN1807261720GGA,Treated Drinking Water,"1,520","1,828",EPA 537 Rev. 1.1
KALAMAZOO,Parchment,3174,06/18/2018,GWEF1806181400KER - 2nd Bottle,Treated Drinking Water,"1,110","1,290",EPA 537 Rev. 1.1
KALAMAZOO,Parchment,3174,07/26/2018,GWIN1807261730GGA,Treated Drinking Water,234,271,EPA 537 Rev. 1.1
KALAMAZOO,Parchment,3174,07/26/2018,GWEF1807261700GGA,Treated Drinking Water,280,327,EPA 537 Rev. 1.1
KALAMAZOO,Parchment,3174,07/26/2018,GWIN1807261710GGA,Treated Drinking Water,390,466,EPA 537 Rev. 1.1
KALAMAZOO,Parchment,3174,06/18/2018,GWEF1806181400KER,Treated Drinking Water,"1,410","1,600",EPA 537 Rev. 1.1
MUSKEGON,Arlington Woods,1650,07/06/2018,GWNT1807061035GGA,Raw Water,5,12,EPA 537 Rev. 1.1
MUSKEGON,Egelcraft Mobile Home Park,1120,07/06/2018,GWEF1807061220GGA,Treated Drinking Water,26,49,EPA 537 Rev. 1.1
MUSKEGON,Egelcraft Mobile Home Park,1120,07/06/2018,GWEF1807061215GGA-FD,Treated Drinking Water,13,21,EPA 537 Rev. 1.1
OAKLAND,Heritage Apartments,30,07/11/2018,GWEF1807111000GSC,Raw Water,ND,36,EPA 537 Rev. 1.1
JACKSON,Arbor Ridge Condominiums,58,07/06/2018,GWEF1807060925KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Columbia Lakes Estates,700,07/10/2018,GWEF1807100915KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONROE,Bedford Meadows,156,07/26/2018,GWEF1807261220GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Cindermill Crossings,645,07/19/2018,GWEF1807190905GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONROE,Bedford Meadows,156,07/26/2018,GWEF1807261230GSC-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,"Holly, Village of",8557,07/12/2018,GW1807121250GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Hidden Lakes of Green Oaks,759,07/19/2018,GWEF1807191135GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Napoleon Township,444,07/06/2018,GWNT1807061145KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Athens,1024,06/22/2018,GWEF1806220945KER-FD,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
LIVINGSTON,Whitmore Lake Apartments,250,07/19/2018,GWEF1807191030GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Tamarack Pines Estates,200,07/09/2018,GWNT1807091050GA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Livingston Community Water Authority,1682,07/19/2018,GWEF1807191010GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Tyrone Woods,733,07/19/2018,GWEF1807190845GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Lakeview,1007,07/09/2018,GWEF1807091010GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Greenbriar Estates,142,07/09/2018,GWNT1807091430GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Woodland Ridge,1080,07/19/2018,GWEF1807191055GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Hamburg Hills Estates,350,07/19/2018,GWEF1807191245GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Srone Ridge,297,07/19/2018,GWEF1807191045GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Howard City,1800,07/09/2018,GWEF1807090920GA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,"Dansville, Village of",125,07/10/2018,GWIN1807101300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Mystic Ridge L.L.C.,95,07/19/2018,GWEF1807191310GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,"Parma, Village of",768,07/06/2018,GWEF1807061400KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,University Mobile Estates #2,148,07/19/2018,GWNT1807191200GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Woodland Estates MHC,650,07/11/2018,GWNT1807111440GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Parma Township-Amberton Vill.,378,07/06/2018,GWNT1807060840KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Athens,1024,06/22/2018,GWEF1806220940KER,Treated Drinking Water,ND,3,EPA 537 Rev. 1.1
LIVINGSTON,Coventry Woods MHC,450,07/19/2018,GWEF1807191230GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Greenbriar Estates,142,07/09/2018,GWNT1807091445GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Howard City,1800,07/09/2018,GWEF1807090910GA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BARRY,Dunlops Orchard Park,65,07/09/2018,GWNT1807091520KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Harvest Hills Subdivision Asso,225,07/19/2018,GWEF1807191345GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Millpointe of Heartland,724,07/19/2018,GWEF1807190930GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,Hi-Way Mobile Haven,168,06/27/2018,GWIN1806271415GSC,Treated Drinking Water,3,3,EPA 537 Rev. 1.1
CALHOUN,Creek Valley Mobile Home Park,245,06/22/2018,GWNT1806221345KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Greenville Acres,50,07/02/2018,GWNT1807020900GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Greens Lake Apartments,330,06/07/2018,GW1806071040EDK,Raw Water,ND,3,EPA 537 Rev. 1.1
CALHOUN,Creek Valley North,170,06/22/2018,GWNT1806221400KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Eaton Rapids, City of",5340,06/28/2018,GWEF1806281400GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Greenville,8511,07/03/2018,GWEF1807030950GSC,Treated Drinking Water,ND,5,EPA 537 Rev. 1.1
EATON,Eaton Green Estates Subdivision,363,06/27/2018,GWNT1806270940GSC,Raw Water,3,8,EPA 537 Rev. 1.1
MUSKEGON,West Pine Island,75,07/10/2018,GWNT1807101550GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Creek Valley Mobile Home Park,245,06/22/2018,GWNT1806221335KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,Grand Pointe Subdivision,230,06/27/2018,GWNT1806271330GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,College Heights Mobile Home Park,405,06/19/2018,GW1806191505EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Pine Island Lake Rec Park,75,07/10/2018,GWNT1807101530GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Grand Ledge, City of",8701,06/29/2018,GWEF1806290830GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Sugarloaf Mobile Home Park,142,06/26/2018,GWNT180621520GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Potterville, City of",2617,06/27/2018,GWEF1806271025GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,Misty Cove Senior Apertments,66,06/28/2018,GWIN1806281115GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Sunfield, Village of",680,06/28/2018,GWIN1806280910GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Edmore,1256,07/02/2018,GWINT1807021335GSC,Raw Water,ND,3,EPA 537 Rev. 1.1
OAKLAND,Clarkston Lake Estates,1245,06/20/2018,GW1806201000EDK,Treated Drinking Water,ND,3,EPA 537 Rev. 1.1
MONTCALM,Edmore,1256,07/02/2018,GWIN1807021305GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,Windsor Estates,718,06/27/2018,GWEF1806271150GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,San Marino Villas Subdivision,305,06/21/2018,GW1806210930EDK,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Springs/Portsmouth Apartments,3200,06/21/2018,GW1806211015EDK,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Kingston Apartments,50,06/19/2018,GW1806191205EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Springs/Portsmouth Apartments,3200,06/21/2018,GW1806211030EDK,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Sashabaw Meadows MHP,1278,06/19/2018,GW1806191330EDK,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
CALHOUN,Phoenix Mobile Home Court,82,06/22/2018,GWNT1806221245KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Rochester,7130,06/19/2018,GW1806191420EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Great Lake Adventist Academy,360,07/02/2018,GWNT1807021130GSC,Raw Water,ND,4,EPA 537 Rev. 1.1
KENT,Oaklfield Mobile Home Park,55,07/03/2018,GWIN1807030900GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
KENT,Oaklfield Mobile Home Park,55,07/03/2018,GWIN1807030910GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Great Lake Adventist Academy,360,07/02/2018,GWNT1807021140GSC,Raw Water,ND,7,EPA 537 Rev. 1.1
MONTCALM,Edmore,1256,07/02/2018,GWIN1807021330GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Potterville, City of",2617,06/27/2018,GWEF1806271005GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Birchwood Estates,168,06/26/2018,GWNT1806261420GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Cedarbrook Estates,1728,06/20/2018,GW1806200905EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Charlotte, City of",9074,06/27/2018,GWEF1806270910GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWEF1807061215KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWEF1807061225KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWEF1807061115KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Lyons,738,07/13/2018,GWIN1807131125GGA-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWNT1807061010KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,"Webberville, Village of",1503,07/12/2018,GWEF1807121110KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Barton Hills,400,07/17/2018,GWEF1807171500GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Ontario Place,248,07/17/2018,GWNT1807171430GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Riverbrooke Home Owners Association,37,07/17/2018,GWNT1807171400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Ionia,12000,07/13/2018,GWIN1807130900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTCALM,Sheridan Estates,65,07/03/2018,GWIN1807031050GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Sherman Oaks,915,07/11/2018,GWNT1807111000KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Ionia,12000,07/13/2018,GWIN1807130910GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Lyons,738,07/13/2018,GWIN1807131100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Barton Hills,400,07/17/2018,GWEF1807171445GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Leoni Township,2408,07/19/2018,GWNT1807191050KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWEF1807061315KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Eagle Point Condominiums,90,07/16/2018,GWNT1807160830KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Country Manor M H P,98,07/13/2018,GWNT1807131130KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Ann Arbor,127855,07/17/2018,SWIN1807171555GSC,Raw Water,11,52,Isotope Dilution
CASS,Colony Bay Condominiums,75,07/26/2018,GWNT1807260930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Country Manor M H P,98,07/13/2018,GWNT1807131100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Leoni Township,2408,07/19/2018,GWNT1807191110KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Lakeshore Condominiums,38,07/16/2018,GWEF1807161100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Childs Lake Estates MHC,1548,06/15/2018,GW1806151140EDK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWEF1807061255KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Ionia,12000,07/13/2018,GWIN1807131000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Green Brook Estates,40,07/18/2018,GWEF1807181415GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Summit Township,20012,07/06/2018,GWEF1807061245KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
